setup_id,month,room_name,device_name,watts,hours,quantity,monthly_kwh,monthly_bill,cost_per_kwh,daily_wh,usage_level,season,is_heavy_appliance
618,jun,Drawing_Room, Light  ,error,9.3,3.0,24.27,194.18,8.0,,Medium,,False
174,Jun,Bedroom,Fan,61.0,16.5,1.0,,241.56,,1006.5,,Summer,False
921,Jul,Dining_Room,,36.0,6.0,1.0,6.48,51.84,8.0,216.0,low,Summer,
219,Dec,Drawing Room,COMPUTER,320.0,8.2,3.0.0,236.16,1889.28,8.0,,High,Winter,False
712,Mar,Bedroom,Heater,991.0,3.3,2.0,196.22,1569.74,8.0,6540.6,high,Spring,False
745,March,not sure,light,2400.0,9.6,1.0,6.91,55.3,8.0,23040.0,Low,,False
144,Jan, Bedroom  , AC  ,1496.0,5.7,1.0,255.82,2046.53,8.0,8527.2,High,Winter,True
760,Feb,Living Room,AC,1065.0,5.3,2.0,338.67,2709.36,8.0,11289.0,high,Winter,True
903,Feb,Bathroom,heater,851.0,4.0,3.0,306.36,2450.88,8.0,10212.0,High,Winter,False
100,November,Kitchen,Fridge,138.0,19.4,2.0,160.63,1285.06,8.0,5354.4,high,,True
242,Jul,Bedroom,Fan,52.0,7.6,2.0,23.71,189.7,8.0,790.4,Medium,Summer,False
810,Feb,Drawing Room,Light,,7.1,2.0,13.63,109.06,8.0,,Low,Winter,False
353,Jul,LIVING ROOM,fan,80.0,6.4,3.0,46.08,368.64,8.0,1536.0,Medium,Summer,False
90,May,Living Room,AC,1563.0,6.3,2.0,590.81,4726.51,8.0,19693.8,high,Spring,True
707,Jul,Bedroom, Heater  ,1267.0,1.6,2.0,121.63,973.06,8.0,4054.4,high,Summer,False
893,Aug,N/A,Washing Machine,766.0,1.0,2.0.0,45.96,367.68,8.0,,Med,Summer,True
422,Oct,Living Room,TV,112.0,4.4,3.0,44.35,354.82,8.0,1478.4,Med,Autumn,False
355,Aug,drawing room,Computer,324.0,2.7,2.0.0,52.49,419.9,8.0,,Med,Summer,False
590,Jan, Drawing Room  ,TV,,4.8,2.0,0.02966,237.31,8001.01,,low,Winter,False
780,Jan,BEDROOM,Fan,62.0,13.6,3.0,75.89,607.1,8.0,2529.6,Medium,Winter,False
898,Jun, Dining Room  ,FAN,63.0,17.6,3.0,99.79,798.34,8.0,3326.4,Medium,Summer,False
224,Aug,Living Room,AC,,8.0,100.0,733.92,5871.36,8.0,,high,Summer,True
749,Nov,Dining Room,,70.0,1639.9999999999998,3.0,103.32,826.56,8.0,344400.0,high,Autumn,
614,May,living room, TV  ,179.0,,2.0,41.89,335.09,8.0,,Medium,Spring,False
638,January,Drawing Room,Light,32.0,8.4,2.0,16.13,129.02,8.0,537.6,low,,False
889,MAR,-,LIGHT,38.0,8.7,3.0,29.75,238.03,8.0,991.8,Medium,,False
996,Oct,Bathroom,n/a,90.0,9.9,2.0,53.46,427.68,8.0,1782.0,Med,Autumn,False
63,Apr, Living Room  ,Light,23.0,8.7,1.0,6.0,48.02,8.0,200.1,Low,Spring,False
415,Nov,Bedroom,Fan,74.0,9.4,2.0,41.74,333.89,8.0,1391.2,Med,Autumn,False
887,June,Bathroom,Heater,953.0,-2.1,1.0,60.04,480.31,8.0,-2001.3,Medium,,False
31,nov, Living Room  ,Computer,366.0,4.2,2.0,92.23,737.86,8.0,3074.4,Medium,,False
893,May,Bathroom,Fan,75.0,7.2,2.0,32.4,259.2,8.0,1080.0,medium,Spring,False
811,sep,Bedroom, Fan  ,67.0,17.3,3.0,104.32,834.55,8.0,3477.3,high,,False
954,JAN,LIVING ROOM, Light  ,30.0,6.1,3.0,16.47,131.76,8.0,549.0,low,,False
288,Oct, Bedroom  ,,-1029.0,,3.0.0,129.65,1037.23,8.0,,High,Autumn,
474,Apr,Kitchen,FRIDGE,232.0,20.2,2.0,281.18,2249.47,8.0,9372.8,High,Spring,True
310,Sep,Bedroom,tv,173.0,5.5,1.0,28.55,228.36,8.0,951.5,medium,Autumn,False
81,mar,Dining Room,Fan,57.0,15.4,1.0,,210.67,,877.8,,,False
708,FEB, Dining Room  , Fan  ,87.0,9.9,100.0,51.68,413.42,8.0,86130.0,medium,,False
825,Nov,Kitchen,light,36.0,5.9,2.0,0.01274,101.95,8002.35,424.8,low,Autumn,False
31,Feb,Bedroom,Light,36.0,3.1,2.0,6.7,53.57,8.0,223.2,low,Winter,False
279,Jul,Drawing_Room,tv,118.0,4.2,2.0,29.74,237.89,8.0,991.2,Medium,Summer,False
570,Sep,Dining Room,مش عارف,18.0,5.5,2.0,5.94,47.52,8.0,198.0,Low,Autumn,False
882,Sep,DINING ROOM, Light  ,18.0,9.0,3.0,14.58,116.64,8.0,486.0,low,Autumn,False
575,Jul,Living Room,Fan,53.0,10.4,1.0,16.54,132.29,8.0,551.2,low,Summer,False
648,Apr,LIVING ROOM,AC,1416.0,7.4,1.0,314.35,2514.82,8.0,10478.4,HIGH,Spring,True
627,May,Drawing Room,AC,1533.0,3.0,2.0,275.94,2207.52,8.0,9198.0,High,Spring,True
129,,Living Room,na,203.0,5.9,2.0,71.86,574.9,8.0,2395.4,Med,,False
612,Sep,Drawing_Room,Light,22.0,4.1,1.0,2.71,21.65,7.99,90.2,low,Autumn,False
415,January,Kitchen,microwave,921.0,0.4,2.0,22.1,176.83,8.0,736.8,Medium,,True
231,AUG,Kitchen,Microwave,691.0,0.4,3.0,24.88,,,829.2,Med,,True
969,feb,BEDROOM,TV,165.0,4.0,2.0,39.6,316.8,8.0,1320.0,Med,,False
120,Nov,Dining_Room,Fan,54.0,6.2,1.0,10.04,80.35,8.0,334.8,Low,Autumn,False
895,nov,Bedroom,AC,1857.0,3.7,1.0,206.13,1649.02,8.0,6870.9,High,,True
589,Apr,Drawing_Room,AC,1853.0,,2.0,1022.86,,,,HIGH,Spring,True
280,Nov,living room,FAN,63.0,16.0,2.0,60.48,483.84,8.0,2016.0,medium,Autumn,False
271,Jun,Living Room,fan,80.0,9.4,2.0,45.12,360.96,8.0,1504.0,Medium,Summer,False
854,Sep,Drawing Room,Computer,245.0,7.2,2.0,105.84,846.72,8.0,3528.0,High,Autumn,False
119,March,Dining Room, Light  ,22.0,9.3,1.0,6.14,49.1,8.0,204.6,low,,False
841,Oct,na,AC,1432.0,9.7,3.0,1250.14,10001.09,8.0,41671.2,HIGH,Autumn,True
51,Mar,KITCHEN,FRIDGE,101.0,19.4,3.0,176.35,1410.77,8.0,5878.2,HIGH,Spring,True
586,Aug,DINING ROOM,N/A,39.0,6.9,3.0,24.22,193.75,8.0,807.3,Med,Summer,False
 424 ,April,drawing room,Computer,325.0,4.5,2.0,87.75,702.0,8.0,2925.0,Medium,,False
204,Mar,living room,TV,187.0,4.8,2.0,53.86,430850.0,7999.44,1795.2,medium,Spring,False
233,May,bedroom,Computer,180.0,7.9,3.0,127.98,,,4266.0,High,Spring,False
184,Feb,Dining Room,FAN,65.0,13.5,1.0,26.32,210.6,8.0,877.5,Med,Winter,False
663,Nov,Bedroom,Computer,333.0,7.7,1.0,76.92,615.38,8.0,2564.1,Med,Autumn,False
326,Apr,Bathroom,Fan,61.0,13.7,3.0,75.21,601.7,8.0,2507.1,medium,Spring,False
954,Jun, Living Room  , Fan  ,64.0,919.9999999999999,3.0.0,52.99,423.94,8.0,,Medium,Summer,False
444,December,Dining Room,Fan,89.0,8.1,3.0,64.88,519.05,8.0,2162.7,Med,,False
178,May,dining room,Fan,76.0,13.2,2.0,60.19,481.54,8.0,2006.4,Medium,Spring,False
159,May,Bathroom, Fan  ,53.0,16.0,2.0,50.88,407.04,8.0,1696.0,medium,Spring,False
112,Sep,,Washing_Machine,412.0,0.7,1.0,8.65,69.22,8.0,288.4,Low,Autumn,True
804,Feb,dining room,Fan,59.0,8.4,2.0,29.74,237.89,8.0,991.2,Medium,Winter,False
671,May,Drawing Room,Light,21.0,8.4,2.0,,84.67,,352.8,,Spring,False
813,MAR,Drawing_Room,TV,125.0,4.8,1.0,18.0,144.0,8.0,600.0,Low,,False
639,May, Kitchen  , Washing Machine  ,755.0,1.6,2.0,72.48,579.84,8.0,2416.0,Medium,Spring,True
691,Nov,drawing room,TV,98.0,4.7,1.0,13.82,110.54,8.0,460.6,low,Autumn,False
866,Mar,LIVING ROOM,Computer,286.0,9.4,3.0,241.96,1935.65,8.0,8065.2,high,Spring,False
840,Jun,Dining Room,Light,32.0,8.8,2.0,16.9,135.17,8.0,563.2,Low,Summer,False
440,Jun,DRAWING ROOM,Fan,66.0,6.4,1.0,12.67,101.38,8.0,422.4,Low,Summer,False
904,September,Bathroom,Washing Machine,471.0,0.7,3.0.0,29.67,237.38,8.0,,Medium,,True
434,Aug,DRAWING ROOM,Light,15.0,,,10.94,87.48,8.0,,low,Summer,False
476,Oct,Bathroom,Fan,51.0,17.2,3.0,78.95,631.58,8.0,2631.6,Med,Autumn,False
636,Jul,Drawing Room, AC  ,1540.0,9.2,2.0,,6800.64,,28336.0,,Summer,True
624,March,,FAN,84.0,8.5,1.0,21.42,171.36,8.0,714.0,Medium,,False
458,JUN,bedroom,Light,35.0,8.9,2.0,18.69,149.52,8.0,623.0,Low,,False
666,FEB,Dining Room,Fan,57.0,12.7,2.0,43.43,347.47,8.0,1447.8,medium,,False
231,Feb, Drawing Room  ,AC,1322.0,3.1,2.0,245.89,1967.14,8.0,8196.4,high,Winter,True
657,OCT,Bathroom,Fan,58.0,7.8,3.0,40.72,325.73,8.0,1357.2,medium,,False
235,,kitchen,light,36.0,5.5,3.0,17.82,142.56,8.0,594.0,low,,False
1000,feb,,Fan,?,9.7,1.0,16.59,132.7,8.0,,Low,,False
140,Aug,LIVING ROOM, AC  ,188200.0,unknown,3.0,389.57,3116.59,8.0,,high,Summer,True
774,Feb,living room,,38.0,,3.0.0,12.65,101.23,8.0,,low,Winter,
564,Mar,kitchen,Fan,error,15.6,2.0.0,68.33,546.62,8.0,,Med,Spring,False
220,Nov,DRAWING ROOM, Light  ,21.0,7.0,1.0,4.41,35.28,8.0,147.0,low,Autumn,False
578,Oct,Bathroom,Washing_Machine,680.0,1.9,1.0,38.76,310.08,8.0,1292.0,Medium,Autumn,True
723,March,Drawing Room,LIGHT,19.0,4.2,1.0,2.39,19.15,8.01,79.8,Low,,False
853,Apr,Bathroom,heater,982.0,1.9,2.0,111.95,895.58,8.0,3731.6,HIGH,Spring,False
738,may,Bedroom,AC,-1726.0,5.6,1.0.0,289.97,2319.74,8.0,,HIGH,,True
943,February,LIVING ROOM,Light,34.0,6.5,1.0,6.63,53.04,8.0,221.0,low,,False
525,June,Kitchen,fridge,170.0,20.5,2.0,209.1,1672.8,8.0,6970.0,high,,True
441,Jun,Living Room,TV,152.0,3.5,2.0,31.92,255.36,8.0,1064.0,medium,Summer,False
187,January,Bedroom,ac,1989.0,9.9,2.0,1181.47,9451.73,8.0,39382.2,High,,True
495,Nov,Living_Room, Light  ,22.0,4.8,2.0,6.34,50.69,8.0,211.2,low,Autumn,False
656,Nov, Bathroom  ,HEATER,1223.0,2.8,1.0,102.73,821.86,8.0,3424.4,High,Autumn,False
716,April,KITCHEN,-,64.0,17.1,1.0,32.83,262.66,8.0,1094.4,Medium,,False
242,Jun,Dining Room,Fan,64.0,11.3,2.0,43.39,347.14,8.0,1446.4,Medium,Summer,False
181,Mar,Drawing Room, Computer  ,151.0,4.7,3.0,63.87,510.98,8.0,2129.1,Med,Spring,False
260,,Living Room,,377.0,5.9,150.0.0,200.19,1601.5,8.0,,High,,
677,November,Living_Room,Fan,62.0,15.4,3.0,85.93,687.46,8.0,2864.4,Med,,False
114,dec,Drawing Room,TV,185.0,2.4,1.0,,106.56,,444.0,,,False
453,jul, Kitchen  , Microwave  ,955.0,0.1,,2.87,22.92,7.99,,Low,,True
835,Oct,DINING ROOM,LIGHT,32.0,3.6,2.0,6.91,55.3,8.0,230.4,Low,Autumn,False
519,Nov,DRAWING ROOM,,1916.0,8.1,1.0,465.59,3724.7,8.0,15519.6,HIGH,Autumn,
295,Jan,Living Room, TV  ,137.0,5.1,2.0,41.92,335.38,8.0,1397.4,Med,Winter,False
120,August,Dining_Room,FAN,69.0,15.7,2.0,65.0,519.98,8.0,2166.6,Med,,False
7,Dec,KITCHEN,Light,37.0,9.6,1.0.0,10.66,85.25,8.0,,low,Winter,False
866,June, Living Room  ,Computer,299.0,3.4,3.0,91.49,731.95,8.0,3049.8,Med,,False
 441 ,Dec,Dining_Room,light,28.0,3.8,2.0,6.38,51.07,8.0,212.8,Low,Winter,False
523,may, Dining Room  ,?,30.0,9.6,1.0,8.64,69.12,8.0,288.0,Low,,False
689,Jan,bedroom,TV,171.0,2.5,3.0,,307.8,,1282.5,,Winter,False
910,Nov,LIVING ROOM,Fan,53.0,15.7,1.0,24.96,199.7,8.0,832.1,medium,Autumn,False
535,Aug,Drawing Room,AC,1567.0,8.7,3.0,1226.96,9815.69,8.0,40898.7,High,Summer,True
881,feb,Dining Room,Fan,,15.5,3.0,111.6,892.8,8.0,,high,,False
922,Nov,kitchen,Microwave,983.0,0.4,3.0,35.39,283.1,8.0,1179.6,medium,Autumn,True
153,Mar,KITCHEN,Microwave,973.0,,2.0,11.68,93.41,8.0,,low,Spring,True
340,Jun, Bathroom  ,WASHING MACHINE,796.0,1.7,1.0,40.6,324.77,8.0,1353.2,medium,Summer,True
960,APR,Bedroom,Computer,295.0,6.3,1.0,55.76,446.04,8.0,1858.5,Med,,False
415,August,Kitchen,LIGHT,35.0,3.1,1.0,3.25,,,108.5,Low,,False
526,Sep,drawing room, AC  ,1479.0,8.6,3.0,1144.75,9157.97,8.0,38158.2,high,Autumn,True
692,May,Dining_Room,Light,22.0,5.7,3.0,11.29,90.29,8.0,376.2,low,Spring,False
959,feb,Bedroom,computer,270.0,2.7,3.0,65.61,524.88,8.0,2187.0,Medium,,False
303,Jul,Drawing Room,AC,1024.0,5.3,3.0,488.45,3907.58,8.0,16281.6,high,Summer,True
46,Sep,BEDROOM,,146.0,4.0,1.0.0,17.52,140.16,8.0,,low,Autumn,
259,Oct,Kitchen,LIGHT,26.0,7.7,1.0,6.01,48.05,8.0,200.2,low,Autumn,False
336,Oct,living room,Fan,76.0,14.2,1.0,32.38,259.01,8.0,1079.2,Medium,Autumn,False
711,May,DINING ROOM,?,14.0,8.6,2.0,7.22,57.79,8.0,240.8,Low,Spring,False
876,Aug,Living Room,Unknown,89.0,14.5,3.0,116.14,929.16,8.0,3871.5,High,Summer,False
265,APR,Kitchen,WASHING MACHINE,439.0,1.2,2.0,31.61,252.86,8.0,1053.6,Medium,,True
375,aug, Bathroom  ,fan,84.0,12.3,,31.0,247.97,8.0,,medium,,False
328,Jun,Drawing_Room,Computer,308.0,3.6,3.0,,798.34,,3326.4,,Summer,False
39,June,,Fan,81.0,14.0,3.0,102.06,816.48,8.0,3402.0,high,,False
566,May,BATHROOM, Fan  ,56.0,9.1,2.0,30.58,244.61,8.0,1019.2,Med,Spring,False
68,Nov, Drawing Room  ,,51.0,13.5,,41.31,330.48,8.0,,Med,Autumn,
406,DEC,Drawing Room,Fan,73.0,15.2,3.0,99.86,798.91,8.0,3328.8,Medium,,False
469,Jun,,Light,30.0,4.2,2.0,7.56,60.48,8.0,252.0,Low,Summer,False
886,sep,Drawing_Room, AC  ,1610.0,9.2,3.0.0,1333.08,10664.64,8.0,,HIGH,,True
980,July, Living Room  ,Fan,51.0,7.7,2.0,23.56,188.5,8.0,785.4,medium,,False
918,Apr,bedroom,computer,156.0,,2.0,92.66,741.31,8.0,,Med,Spring,False
813,Apr,DRAWING ROOM,computer,295.0,4.7,1.0,41.59,332.76,8.0,1386.5,medium,Spring,False
897,jun,Living Room,Light,,7.5,1.0,3.15,25.2,8.0,,low,,False
111,December,,fan,70.0,16.3,,68.46,547.68,8.0,,medium,,False
150,Jun,Dining Room, Light  ,11.0,4.6,2.0,3.04,24.29,7.99,101.2,Low,Summer,False
537,March,Bedroom,HEATER,1087.0,1.0,1.0,32.61,260.88,8.0,1087.0,medium,,False
211,feb,Living Room,LIGHT,13.0,9.8,,11.47,91.73,8.0,,Low,,False
519,Jun,Bedroom,Heater,1241.0,3.8,1.0,141.47,1131.79,8.0,4715.8,HIGH,Summer,False
515,Feb,Drawing Room,AC,1991.0,6.4,1.0,382.27,3058.18,8.0,12742.4,HIGH,Winter,True
595,Jun,Living Room,TV,164.0,2.6,2.0,25.58,204.67,8.0,852.8,Medium,Summer,False
522,dec,kitchen, Microwave  ,879.0,0.4,2.0,21.1,168.77,8.0,703.2,Med,,True
943,July, Kitchen  ,washing machine,700.0,1.4,1.0,29.4,235.2,8.0,980.0,Med,,True
536,na,,Washing Machine,692.0,,3.0,118.33,946.66,8.0,,high,,True
986,OCT,Bedroom,Heater,1268.0,4.0,2.0,304.32,2434.56,8.0,10144.0,HIGH,,False
940,Sep,Dining Room,LIGHT,11.0,7.9,1.0,2.61,20.86,7.99,86.9,low,Autumn,False
873,Jan,DRAWING ROOM,TV,109.0,2.1,2.0,13.73,109.87,8.0,457.8,Low,Winter,False
759,Jul,,Fan,82.0,10.8,2.0,53.14,425.09,8.0,1771.2,Med,Summer,False
765,May,Bedroom, TV  ,182.0,4.6,1.0,25.12,200.93,8.0,837.2,Med,Spring,False
345,Mar,Bedroom,ac,1484.0,9.9,1.0,440.75,3525.98,8.0,14691.6,High,Spring,True
54,May,Bedroom,Heater,,1.4,1.0,58.67,469.39,8.0,,medium,Spring,False
893,oct,bedroom,AC,1616.0,5.1,2.0,494.5,3955.97,8.0,16483.2,High,,True
218,Jan,Dining Room,LIGHT,19.0,6.0,1.0.0,3.42,27.36,8.0,,low,Winter,False
139,Dec,Living Room,TV,72.0,4.6,3.0,29.81,238.46,8.0,993.6,Medium,Winter,False
126,Sep,Bedroom, Light  ,15.0,,1.0,1.49,11.88,7.97,,low,Autumn,False
582,Oct, Living Room  ,Light,30.0,390.0,3.0,10.53,84.24,8.0,35100.0,Low,Autumn,False
907,Nov,Unknown,LIGHT,22.0,6.4,3.0,12.67,101.38,8.0,422.4,Low,Autumn,False
177,Jan,Living Room,TV,96.0,3.0,3.0,25.92,207.36,8.0,864.0,Med,Winter,False
959,Feb,Bathroom,Light,,5.4,2.0,7.78,62.21,8.0,,low,Winter,False
435,Jan,Kitchen, Light  ,39.0,9.6,3.0,33.7,269.57,8.0,1123.2,medium,Winter,False
417,Nov,Living Room,Light,31.0,4.7,1.0.0,4.37,34.97,8.0,,Low,Autumn,False
978,Jan, Living Room  ,fan,-64.0,13.7,3.0,78.91,631.3,8.0,-2630.4,medium,Winter,False
952,May,DRAWING ROOM,Computer,171.0,4.4,3.0,67.72,541.73,8.0,2257.2,Medium,Spring,False
612,Dec, Kitchen  ,WASHING MACHINE,447.0,1.3,2.0,34.87,278.93,8.0,1162.2,Med,Winter,True
240,Nov,,FAN,57.0,12.4,2.0,42.41,339.26,8.0,1413.6,Med,Autumn,False
28,Nov,مجهول,,61.0,8.9,2.0,32.57,260.59,8.0,1085.8,Med,Autumn,
992,Feb,BEDROOM,Light,37.0,3.7,1.0,4.11,32.86,8.0,136.9,Low,Winter,False
516,November,BEDROOM,Fan,56.0,8.3,1.0,13.94,111.55,8.0,464.8,low,,False
46,Jan,living room,AC,N/A,,2.0,279.59,2236.7,8.0,,high,Winter,True
381,May,DINING ROOM,FAN,52.0,8.0,3.0,37.44,299.52,8.0,1248.0,medium,Spring,False
876,Sep, Dining Room  ,LIGHT,38.0,5.6,2.0,12.77,102.14,8.0,425.6,Low,Autumn,False
471,May,BATHROOM,Light,21.0,6.8,2.0,8.57,68.54,8.0,285.6,Low,Spring,False
650,January, Bathroom  ,LIGHT,11.0,10.0,1.0,3.3,26.4,8.0,110.0,low,,False
595,Aug,LIVING ROOM,TV,118.0,4.8,2.0,33.98,271.87,8.0,1132.8,Med,Summer,False
926,August,, Light  ,12.0,3.3,3.0,3.56,,,118.8,low,,False
 422 ,na,Kitchen,LIGHT,13.0,7.8,2.0,6.08,48.67,8.0,202.8,low,,False
331,Aug,BEDROOM,Computer,332.0,3.1,1.0.0,30.88,247.01,8.0,,Medium,Summer,False
603,Oct,kitchen,microwave,872.0,0.3,1.0,7.85,62.78,8.0,261.6,Low,Autumn,True
206,Jan,Kitchen,fan,-73.0,-12.5,2.0,54.75,438.0,8.0,1825.0,Medium,Winter,False
716,May,Living Room,COMPUTER,214.0,670.0,2.0,86.03,688.22,8.0,286760.0,Med,Spring,False
422,Dec,Dining Room, Light  ,37.0,9.4,3.0,31.3,250.42,8.0,1043.4,Med,Winter,False
132,Jan,living room,Light,13.0,7.8,1.0,3.04,24.34,8.01,101.4,Low,Winter,False
877,Oct, Bathroom  ,HEATER,1260.0,2.6,2.0.0,196.56,1572.48,8.0,,HIGH,Autumn,False
301,Aug,Kitchen,Fan,61.0,17.9,,65.51,524.11,8.0,,Medium,Summer,False
422,Dec,Bathroom, Heater  ,902.0,2.2,3.0,178.6,1428.77,8.0,5953.2,high,Winter,False
34,jun,Unknown,AC,1719.0,8.6,1.0,,3548.02,,14783.4,,,True
175,Mar,living room,ac,1812.0,6.2,3.0,1011.1,8088.77,8.0,33703.2,HIGH,Spring,True
634,Aug,Kitchen,Microwave,605.0,0.2,3.0,10.89,87.12,8.0,363.0,Low,Summer,True
12,Feb, Bedroom  , Light  ,13.0,9.2,3.0,10.76,86.11,8.0,358.8,Low,Winter,False
955,, Living Room  ,AC,1865.0,2.2,2.0,246.18,,,8206.0,high,,True
34,Feb,living room,tv,114.0,4.1,2.0,28.04,224.35,8.0,934.8,Medium,Winter,False
37,Sep,living room,TV,143.0,-509.99999999999994,3.0,65.64,525.1,8.0,-218790.0,Med,Autumn,False
846,Apr, Drawing Room  ,ac,1150.0,990.0,1.0,341.55,2732.4,8.0,1138500.0,HIGH,Spring,True
362,Feb, Kitchen  ,Microwave,613.0,0.2,1.0,3.68,29.42,7.99,122.6,Low,Winter,True
744,Sep,Kitchen,na,62.0,7.9,3.0,44.08,352.66,8.0,1469.4,Medium,Autumn,False
 448 ,May,LIVING ROOM,AC,1793.0,9.3,2.0,1000.49,8003.95,8.0,33349.8,High,Spring,True
919,Dec,Living_Room,COMPUTER,351.0,6.7,3.0,211.65,1693.22,8.0,7055.1,High,Winter,False
25,May,LIVING ROOM,ac,1250.0,8.3,3.0,0.93375,7470.0,8000.0,31125.0,low,Spring,True
721,Jul,kitchen,Fridge,122.0,22.0,1.0,80.52,644.16,8.0,2684.0,medium,Summer,True
119,Oct,Dining_Room,LIGHT,error,6.5,1.0.0,6.63,53.04,8.0,,low,Autumn,False
672,Dec,Drawing Room,Light,39.0,3.1,2.0,7.25,58.03,8.0,241.8,Low,Winter,False
963,Apr,Drawing_Room,AC,,3.4,2.0,255.2,2041.63,8.0,,high,Spring,True
662,Mar, Bedroom  ,COMPUTER,,5.9,3.0,184.79,1478.3,8.0,,High,Spring,False
435,Apr,LIVING ROOM,Computer,151.0,5.0,2.0,45.3,362.4,8.0,1510.0,Med,Spring,False
185,jun,kitchen,,252.0,21.5,2.0.0,325.08,2600.64,8.0,,high,,
323,Nov, Kitchen  ,FAN,66.0,8.8,2.0,34.85,278.78,8.0,1161.6,medium,Autumn,False
879,November,Drawing_Room,COMPUTER,312.0,5.7,3.0.0,160.06,1280.45,8.0,,High,,False
805,Sep,bedroom,light,29.0,8.5,2.0.0,14.79,118.32,8.0,,Low,Autumn,False
229,jan,unknown, Fan  ,90.0,15.2,1.0,41.04,328.32,8.0,1368.0,medium,,False
52,Apr,bathroom,Washing Machine,737.0,1.1,1.0,24.32,,,810.7,Med,Spring,True
985,Aug,Bedroom,Fan,65.0,9.1,3.0,53.23,425.88,8.0,1774.5,Medium,Summer,False
344,March, Living Room  ,Computer,,3.0,1.0,12.51,100.08,8.0,,low,,False
971,Apr,Living_Room,tv,138.0,3.4,2.0,,225.22,,938.4,,Spring,False
496,Apr, Living Room  , TV  ,62.0,4.7,1.0,8.74,69.94,8.0,291.4,low,Spring,False
186,Aug,bedroom,Computer,350.0,3.4,1.0,35.7,285.6,8.0,1190.0,Medium,Summer,False
274,n/a,Bedroom,AC,1408.0,9.4,2.0,,6352.9,,26470.4,,,True
197,August,BATHROOM,WASHING MACHINE,652.0,0.8,2.0,31.3,250.37,8.0,1043.2,Med,,True
109,September, Drawing Room  ,Fan,77.0,7.7,2.0,35.57,284.59,8.0,1185.8,medium,,False
198,May,,Light,14.0,3.9,2.0,3.28,26.21,7.99,109.2,low,Spring,False
672,oct,Kitchen, Fridge  ,122.0,20.6,1.0,75.4,603170.0,7999.6,2513.2,medium,,True
722,OCT,Living Room,Computer,216.0,8.4,2.0,108.86,870.91,8.0,3628.8,HIGH,,False
155,Jun,Drawing_Room,Fan,,15.3,2.0,57.83,462.67,8.0,,medium,Summer,False
623,Oct,Dining Room,Light,10.0,4.5,3.0,4.05,32.4,8.0,135.0,low,Autumn,False
314,Mar,Kitchen,Washing_Machine,408.0,1.2,3.0,44.06,352.51,8.0,1468.8,medium,Spring,True
681,JAN,Living Room,,386.0,8.8,1.0,101.9,815.23,8.0,3396.8,High,,
277,February,Bedroom,COMPUTER,183.0,8.3,1.0,45.57,364.54,8.0,1518.9,Med,,False
507,Apr,Kitchen,fan,85.0,9.3,,0.023719999999999998,189.72,7998.31,,low,Spring,False
197,Dec, Bedroom  ,Light,20.0,3.8,3.0,6.84,54.72,8.0,228.0,low,Winter,False
253,May,bathroom,Unknown,1194.0,4.0,2.0,286.56,2292.48,8.0,9552.0,HIGH,Spring,False
806,nov,DINING ROOM, Light  ,17.0,6.3,2.0.0,6.43,51.41,8.0,,Low,,False
972,Jul,kitchen,Fan,59.0,,3.0,70.09,560.74,8.0,,Medium,Summer,False
841,,Dining Room,light,37.0,6.1,3.0,20.31,162.5,8.0,677.1,Med,,False
222,Dec,Dining_Room,Fan,72.0,8.9,2.0.0,38.45,,,,Medium,Winter,False
668,Sep,Bedroom,LIGHT,36.0,5.2,3.0,16.85,134.78,8.0,561.6,Low,Autumn,False
274,April, Living Room  ,COMPUTER,114.0,4.1,3.0,42.07,336.53,8.0,1402.2,Medium,,False
626,May,Living Room,fan,78.0,12.0,3.0,84.24,673.92,8.0,2808.0,medium,Spring,False
798,Oct,Bedroom,Heater,868.0,2.0,2.0,,833.28,,3472.0,,Autumn,False
399,sep,dining room, Fan  ,50.0,12.5,1.0,18.75,150.0,8.0,625.0,Low,,False
229,Apr,Kitchen,fridge,193.0,18.2,3.0,316.13,2529070.0,8000.09,10537.8,HIGH,Spring,True
558,Nov,Kitchen,FRIDGE,161.0,20.4,,197.06,1576.51,8.0,,High,Autumn,True
605,Feb,Bedroom,N/A,error,5.7,2.0,89.26,714.1,8.0,,Medium,Winter,False
867,, Dining Room  ,FAN,60.0,760.0,2.0,27.36,218.88,8.0,91200.0,medium,,False
531,Dec,مش عارف,tv,148.0,4.2,3.0.0,55.94,447.55,8.0,,Med,Winter,False
346,Sep, Bedroom  ,Heater,1211.0,2.3,3.0,250.68,2005.42,8.0,8355.9,high,Autumn,False
119,may,Dining Room,Fan,75.0,,1.0,35.33,282.6,8.0,,medium,,False
492,May, Bathroom  ,washing machine,539.0,1.7,2.0.0,54.98,439.82,8.0,,medium,Spring,True
543,Aug,Living Room, AC  ,968.0,9.7,2.0,563.38,4507.01,8.0,18779.2,high,Summer,True
41,mar,,Light,,6.1,2.0,13.54,108.34,8.0,,low,,False
684,Apr,Living Room,tv,114.0,,2.0,25.99,207.94,8.0,,Med,Spring,False
503,November,kitchen,Fridge,234.0,23.4,1.0,164.27,1314.14,8.0,5475.6,High,,True
718,Apr,living room,light,25.0,4.9,2.0,7.35,58.8,8.0,245.0,Low,Spring,False
538,August,Dining Room,Fan,,12.4,1.0.0,24.55,196.42,8.0,,Med,,False
